Year,Leading Cause,Sex,Race Ethnicity,Deaths,Population Number,Death Rate,Age Adjusted Death Rate
2012,"Essential Hypertension and Renal Diseases (I10, I12)",M,White Non-Hispanic,153.0,13421.1,11.4,9.3
2012,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Black Non-Hispanic,136.0,10461.5,13.0,11.6
2012,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Black Non-Hispanic,223.0,8544.1,26.1,25.8
2012,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Hispanic,103.0,11704.5,8.8,10.1
2012,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Not Stated/Unknown,9.0,,,
2012,Influenza (Flu) and Pneumonia (J09-J18),F,Asian and Pacific Islander,74.0,5826.8,12.7,15.1
2012,Influenza (Flu) and Pneumonia (J09-J18),F,Black Non-Hispanic,295.0,10461.0,28.2,24.1
2012,Influenza (Flu) and Pneumonia (J09-J18),F,Hispanic,209.0,12366.9,16.9,19.6
2012,Influenza (Flu) and Pneumonia (J09-J18),F,Not Stated/Unknown,6.0,,,
2012,Influenza (Flu) and Pneumonia (J09-J18),F,Other Race/ Ethnicity,6.0,,,
2012,Influenza (Flu) and Pneumonia (J09-J18),F,White Non-Hispanic,576.0,14187.2,40.6,20.2
2012,Influenza (Flu) and Pneumonia (J09-J18),M,Asian and Pacific Islander,76.0,5390.1,14.1,20.9
2012,Influenza (Flu) and Pneumonia (J09-J18),M,Black Non-Hispanic,242.0,8551.2,28.3,37.4
2012,Influenza (Flu) and Pneumonia (J09-J18),M,Hispanic,205.0,11714.3,17.5,31.5
2012,Influenza (Flu) and Pneumonia (J09-J18),M,Not Stated/Unknown,11.0,,,
2012,Influenza (Flu) and Pneumonia (J09-J18),M,Other Race/ Ethnicity,,,,
2012,Influenza (Flu) and Pneumonia (J09-J18),M,White Non-Hispanic,540.0,13399.5,40.3,32.3
2012,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",F,Asian and Pacific Islander,33.0,5892.9,5.6,5.8
2012,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Asian and Pacific Islander,40.0,5405.4,7.4,7.3
2012,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Not Stated/Unknown,8.0,,,
2012,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Other Race/ Ethnicity,,,,
2012,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,White Non-Hispanic,199.0,13355.7,14.9,13.6
2012,Malignant Neoplasms (Cancer: C00-C97),F,Asian and Pacific Islander,461.0,5842.8,78.9,83.8
2012,Malignant Neoplasms (Cancer: C00-C97),F,Black Non-Hispanic,1912.0,10453.8,182.9,159.1
2012,Malignant Neoplasms (Cancer: C00-C97),F,Hispanic,1125.0,12389.9,90.8,100.5
2012,Malignant Neoplasms (Cancer: C00-C97),F,Not Stated/Unknown,36.0,,,
2012,Malignant Neoplasms (Cancer: C00-C97),F,Other Race/ Ethnicity,29.0,,,
2012,Malignant Neoplasms (Cancer: C00-C97),F,White Non-Hispanic,3256.0,14181.2,229.6,157.3
2012,Malignant Neoplasms (Cancer: C00-C97),M,Asian and Pacific Islander,622.0,5404.0,115.1,138.4
2012,Malignant Neoplasms (Cancer: C00-C97),M,Black Non-Hispanic,1563.0,8555.0,182.7,215.3
2012,Malignant Neoplasms (Cancer: C00-C97),M,Hispanic,1126.0,11680.5,96.4,151.0
2012,Malignant Neoplasms (Cancer: C00-C97),M,Not Stated/Unknown,53.0,,,
2012,Malignant Neoplasms (Cancer: C00-C97),M,Other Race/ Ethnicity,34.0,,,
2012,Malignant Neoplasms (Cancer: C00-C97),M,White Non-Hispanic,3184.0,13395.0,237.7,200.7
2012,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,Other Race/ Ethnicity,,,,
2012,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Hispanic,173.0,11689.2,14.8,15.5
2012,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Not Stated/Unknown,7.0,,,
2012,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,White Non-Hispanic,272.0,13399.0,20.3,18.7
2012,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Asian and Pacific Islander,22.0,5789.5,3.8,4.3
2012,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Black Non-Hispanic,76.0,10411.0,7.3,6.3
2012,Septicemia (A40-A41),F,Other Race/ Ethnicity,,,,
2012,Septicemia (A40-A41),F,White Non-Hispanic,113.0,14125.0,8.0,4.2
2012,Septicemia (A40-A41),M,Other Race/ Ethnicity,6.0,,,
2013,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Asian and Pacific Islander,35.0,6034.5,5.8,6.3
2013,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Hispanic,60.0,12500.0,4.8,5.1
2013,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Other Race/ Ethnicity,,,,
2013,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,White Non-Hispanic,166.0,14188.0,11.7,8.1
2013,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Asian and Pacific Islander,63.0,5526.3,11.4,12.8
2013,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Black Non-Hispanic,159.0,8594.6,18.5,19.1
2013,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Hispanic,189.0,11812.5,16.0,19.0
2013,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Other Race/ Ethnicity,5.0,,,
2013,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,White Non-Hispanic,271.0,13482.6,20.1,17.9
2013,All Other Causes,F,Asian and Pacific Islander,320.0,6003.8,53.3,59.0
2013,All Other Causes,F,Black Non-Hispanic,1557.0,10442.7,149.1,129.5
2013,All Other Causes,F,Hispanic,1082.0,12479.8,86.7,94.0
2013,All Other Causes,F,Not Stated/Unknown,79.0,,,
2013,All Other Causes,F,Other Race/ Ethnicity,39.0,,,
2013,All Other Causes,F,White Non-Hispanic,2595.0,14219.2,182.5,111.1
2013,All Other Causes,M,Asian and Pacific Islander,395.0,5540.0,71.3,89.8
2013,All Other Causes,M,Black Non-Hispanic,1341.0,8579.7,156.3,175.7
2013,All Other Causes,M,Hispanic,1193.0,11811.9,101.0,146.4
2013,All Other Causes,M,Not Stated/Unknown,139.0,,,
2013,All Other Causes,M,Other Race/ Ethnicity,42.0,,,
2013,All Other Causes,M,White Non-Hispanic,2293.0,13464.5,170.3,143.3
2013,Alzheimer's Disease (G30),F,Black Non-Hispanic,106.0,10495.0,10.1,8.0
2013,Alzheimer's Disease (G30),F,Hispanic,120.0,12500.0,9.6,11.0
2013,Alzheimer's Disease (G30),F,Not Stated/Unknown,8.0,,,
2013,Alzheimer's Disease (G30),F,White Non-Hispanic,263.0,14216.2,18.5,8.4
2013,Alzheimer's Disease (G30),M,Other Race/ Ethnicity,,,,
2013,"Assault (Homicide: Y87.1, X85-Y09)",M,Black Non-Hispanic,174.0,8571.4,20.3,20.6
2013,Cerebrovascular Disease (Stroke: I60-I69),F,Asian and Pacific Islander,80.0,6015.0,13.3,14.4
2013,Cerebrovascular Disease (Stroke: I60-I69),F,Black Non-Hispanic,271.0,10463.3,25.9,21.7
2013,Cerebrovascular Disease (Stroke: I60-I69),F,Hispanic,222.0,12471.9,17.8,19.8
2013,Cerebrovascular Disease (Stroke: I60-I69),F,Not Stated/Unknown,14.0,,,
2013,Cerebrovascular Disease (Stroke: I60-I69),F,Other Race/ Ethnicity,7.0,,,
2013,Cerebrovascular Disease (Stroke: I60-I69),F,White Non-Hispanic,427.0,14233.3,30.0,16.4
2013,Cerebrovascular Disease (Stroke: I60-I69),M,Asian and Pacific Islander,71.0,5546.9,12.8,16.1
2013,Cerebrovascular Disease (Stroke: I60-I69),M,Black Non-Hispanic,191.0,8565.0,22.3,25.0
2013,Cerebrovascular Disease (Stroke: I60-I69),M,Hispanic,158.0,11791.0,13.4,20.8
2013,Cerebrovascular Disease (Stroke: I60-I69),M,Other Race/ Ethnicity,10.0,,,
2013,Cerebrovascular Disease (Stroke: I60-I69),M,White Non-Hispanic,249.0,13459.5,18.5,15.1
2013,Certain Conditions originating in the Perinatal Period (P00-P96),F,Not Stated/Unknown,9.0,,,
2013,Certain Conditions originating in the Perinatal Period (P00-P96),F,Other Race/ Ethnicity,,,,
2013,Certain Conditions originating in the Perinatal Period (P00-P96),M,Not Stated/Unknown,25.0,,,
2013,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Asian and Pacific Islander,29.0,5576.9,5.2,5.4
2013,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Hispanic,149.0,11825.4,12.6,15.7
2013,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Not Stated/Unknown,16.0,,,
2013,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Other Race/ Ethnicity,,,,
2013,Chronic Lower Respiratory Diseases (J40-J47),F,Asian and Pacific Islander,27.0,6000.0,4.5,5.2
2013,Chronic Lower Respiratory Diseases (J40-J47),F,Black Non-Hispanic,258.0,10445.3,24.7,20.8
2013,Chronic Lower Respiratory Diseases (J40-J47),F,Hispanic,168.0,12444.4,13.5,14.8
2013,Chronic Lower Respiratory Diseases (J40-J47),F,Not Stated/Unknown,9.0,,,
2013,Chronic Lower Respiratory Diseases (J40-J47),F,White Non-Hispanic,521.0,14235.0,36.6,21.6
2013,Chronic Lower Respiratory Diseases (J40-J47),M,Asian and Pacific Islander,72.0,5538.5,13.0,18.5
2013,Chronic Lower Respiratory Diseases (J40-J47),M,Black Non-Hispanic,184.0,8598.1,21.4,26.1
2013,Chronic Lower Respiratory Diseases (J40-J47),M,Hispanic,142.0,11833.3,12.0,20.0
2013,Chronic Lower Respiratory Diseases (J40-J47),M,Not Stated/Unknown,15.0,,,
2013,Chronic Lower Respiratory Diseases (J40-J47),M,Other Race/ Ethnicity,,,,
2013,Chronic Lower Respiratory Diseases (J40-J47),M,White Non-Hispanic,437.0,13446.2,32.5,26.4
2013,Diabetes Mellitus (E10-E14),F,Asian and Pacific Islander,60.0,6000.0,10.0,10.9
2013,Diabetes Mellitus (E10-E14),F,Black Non-Hispanic,410.0,10432.6,39.3,33.1
2013,Diabetes Mellitus (E10-E14),F,Hispanic,221.0,12485.9,17.7,19.6
2013,Diabetes Mellitus (E10-E14),F,Not Stated/Unknown,15.0,,,
2013,Diabetes Mellitus (E10-E14),F,Other Race/ Ethnicity,10.0,,,
2013,Diabetes Mellitus (E10-E14),F,White Non-Hispanic,238.0,14251.5,16.7,10.4
2013,Diabetes Mellitus (E10-E14),M,Asian and Pacific Islander,96.0,5549.1,17.3,21.1
2013,Diabetes Mellitus (E10-E14),M,Black Non-Hispanic,300.0,8571.4,35.0,41.1
2013,Diabetes Mellitus (E10-E14),M,Hispanic,192.0,11779.1,16.3,24.9
2013,Diabetes Mellitus (E10-E14),M,Not Stated/Unknown,19.0,,,
2013,Diabetes Mellitus (E10-E14),M,Other Race/ Ethnicity,17.0,,,
2013,Diabetes Mellitus (E10-E14),M,White Non-Hispanic,265.0,13451.8,19.7,16.4
2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Asian and Pacific Islander,437.0,6002.7,72.8,81.8
2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Black Non-Hispanic,2365.0,10446.1,226.4,187.3
2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Hispanic,1261.0,12485.1,101.0,113.6
2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Not Stated/Unknown,106.0,,,
2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Other Race/ Ethnicity,41.0,,,
2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,White Non-Hispanic,4535.0,14216.3,319.0,160.6
2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Asian and Pacific Islander,531.0,5542.8,95.8,123.7
2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Black Non-Hispanic,1868.0,8580.6,217.7,258.5
2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Hispanic,1307.0,11806.7,110.7,183.3
2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Not Stated/Unknown,151.0,,,
2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Other Race/ Ethnicity,72.0,,,
2013,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,White Non-Hispanic,4085.0,13459.6,303.5,244.3
2013,"Essential Hypertension and Renal Diseases (I10, I12)",F,Asian and Pacific Islander,50.0,6024.1,8.3,9.3
2013,"Essential Hypertension and Renal Diseases (I10, I12)",F,Black Non-Hispanic,240.0,10434.8,23.0,18.9
2013,"Essential Hypertension and Renal Diseases (I10, I12)",F,Hispanic,103.0,12409.6,8.3,9.3
2013,"Essential Hypertension and Renal Diseases (I10, I12)",F,Not Stated/Unknown,7.0,,,
2013,"Essential Hypertension and Renal Diseases (I10, I12)",F,Other Race/ Ethnicity,8.0,,,
2013,"Essential Hypertension and Renal Diseases (I10, I12)",F,White Non-Hispanic,206.0,14206.9,14.5,7.5
2013,"Essential Hypertension and Renal Diseases (I10, I12)",M,Asian and Pacific Islander,33.0,5500.0,6.0,8.4
2013,"Essential Hypertension and Renal Diseases (I10, I12)",M,Black Non-Hispanic,148.0,8604.7,17.2,20.9
2013,"Essential Hypertension and Renal Diseases (I10, I12)",M,Not Stated/Unknown,15.0,,,
2013,"Essential Hypertension and Renal Diseases (I10, I12)",M,Other Race/ Ethnicity,5.0,,,
2013,"Essential Hypertension and Renal Diseases (I10, I12)",M,White Non-Hispanic,156.0,13448.3,11.6,9.3
2013,Human Immunodeficiency Virus Disease (HIV: B20-B24),F,Black Non-Hispanic,107.0,10490.2,10.2,8.7
2013,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Black Non-Hispanic,204.0,8571.4,23.8,23.2
2013,Human Immunodeficiency Virus Disease (HIV: B20-B24),M,Hispanic,122.0,11844.7,10.3,11.3
2013,Influenza (Flu) and Pneumonia (J09-J18),F,Asian and Pacific Islander,78.0,6000.0,13.0,14.6
2013,Influenza (Flu) and Pneumonia (J09-J18),F,Black Non-Hispanic,285.0,10439.6,27.3,22.5
2013,Influenza (Flu) and Pneumonia (J09-J18),F,Hispanic,204.0,12515.3,16.3,18.5
2013,Influenza (Flu) and Pneumonia (J09-J18),F,Not Stated/Unknown,18.0,,,
2013,Influenza (Flu) and Pneumonia (J09-J18),F,Other Race/ Ethnicity,6.0,,,
2013,Influenza (Flu) and Pneumonia (J09-J18),F,White Non-Hispanic,622.0,14233.4,43.7,22.1
2013,Influenza (Flu) and Pneumonia (J09-J18),M,Asian and Pacific Islander,102.0,5543.5,18.4,26.8
2013,Influenza (Flu) and Pneumonia (J09-J18),M,Black Non-Hispanic,274.0,8589.3,31.9,40.0
2013,Influenza (Flu) and Pneumonia (J09-J18),M,Hispanic,233.0,11827.4,19.7,33.1
2013,Influenza (Flu) and Pneumonia (J09-J18),M,Not Stated/Unknown,24.0,,,
2013,Influenza (Flu) and Pneumonia (J09-J18),M,Other Race/ Ethnicity,8.0,,,
2013,Influenza (Flu) and Pneumonia (J09-J18),M,White Non-Hispanic,618.0,13464.1,45.9,36.7
2013,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",F,Other Race/ Ethnicity,5.0,,,
2013,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Asian and Pacific Islander,41.0,5540.5,7.4,7.2
2013,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Not Stated/Unknown,17.0,,,
2013,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Other Race/ Ethnicity,6.0,,,
2013,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,White Non-Hispanic,204.0,13421.1,15.2,13.6
2013,Malignant Neoplasms (Cancer: C00-C97),F,Asian and Pacific Islander,467.0,6002.6,77.8,79.6
2013,Malignant Neoplasms (Cancer: C00-C97),F,Black Non-Hispanic,1784.0,10445.0,170.8,145.5
2013,Malignant Neoplasms (Cancer: C00-C97),F,Hispanic,1149.0,12475.6,92.1,99.9
2013,Malignant Neoplasms (Cancer: C00-C97),F,Not Stated/Unknown,94.0,,,
2013,Malignant Neoplasms (Cancer: C00-C97),F,Other Race/ Ethnicity,43.0,,,
2013,Malignant Neoplasms (Cancer: C00-C97),F,White Non-Hispanic,3187.0,14215.0,224.2,153.3
2013,Malignant Neoplasms (Cancer: C00-C97),M,Asian and Pacific Islander,633.0,5542.9,114.2,130.9
2013,Malignant Neoplasms (Cancer: C00-C97),M,Black Non-Hispanic,1592.0,8582.2,185.5,212.8
2013,Malignant Neoplasms (Cancer: C00-C97),M,Hispanic,1146.0,11802.3,97.1,148.5
2013,Malignant Neoplasms (Cancer: C00-C97),M,Not Stated/Unknown,99.0,,,
2013,Malignant Neoplasms (Cancer: C00-C97),M,Other Race/ Ethnicity,32.0,,,
2013,Malignant Neoplasms (Cancer: C00-C97),M,White Non-Hispanic,3132.0,13459.4,232.7,194.5
2013,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,Hispanic,63.0,12600.0,5.0,4.9
2013,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,Not Stated/Unknown,6.0,,,
2013,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Hispanic,188.0,11823.9,15.9,16.6
2013,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Not Stated/Unknown,21.0,,,
2013,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,White Non-Hispanic,286.0,13490.6,21.2,19.5
2013,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Black Non-Hispanic,93.0,10449.4,8.9,7.6
2013,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Other Race/ Ethnicity,,,,
2013,Septicemia (A40-A41),F,Asian and Pacific Islander,16.0,5925.9,2.7,2.9
2013,Septicemia (A40-A41),F,White Non-Hispanic,135.0,14210.5,9.5,5.0
2013,Viral Hepatitis (B15-B19),F,Asian and Pacific Islander,15.0,6000.0,2.5,2.5
2014,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Asian and Pacific Islander,42.0,6268.7,6.7,6.9
2014,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Hispanic,64.0,12549.0,5.1,5.4
2014,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Not Stated/Unknown,,,,
2014,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,Other Race/ Ethnicity,6.0,,,
2014,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",F,White Non-Hispanic,169.0,14201.7,11.9,7.4
2014,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Asian and Pacific Islander,68.0,5714.3,11.9,13.3
2014,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Black Non-Hispanic,148.0,8655.0,17.1,17.7
2014,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Hispanic,176.0,11972.8,14.7,16.9
2014,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,Other Race/ Ethnicity,12.0,,,
2014,"Accidents Except Drug Posioning (V01-X39, X43, X45-X59, Y85-Y86)",M,White Non-Hispanic,258.0,13437.5,19.2,16.4
2014,All Other Causes,F,Asian and Pacific Islander,339.0,6254.6,54.2,59.0
2014,All Other Causes,F,Black Non-Hispanic,1536.0,10491.8,146.4,126.4
2014,All Other Causes,F,Hispanic,1135.0,12667.4,89.6,96.0
2014,All Other Causes,F,Not Stated/Unknown,48.0,,,
2014,All Other Causes,F,Other Race/ Ethnicity,59.0,,,
2014,All Other Causes,F,White Non-Hispanic,2578.0,14172.6,181.9,110.7
2014,All Other Causes,M,Asian and Pacific Islander,424.0,5737.5,73.9,90.4
2014,All Other Causes,M,Black Non-Hispanic,1375.0,8631.5,159.3,177.8
2014,All Other Causes,M,Hispanic,1195.0,11938.1,100.1,143.3
2014,All Other Causes,M,Not Stated/Unknown,96.0,,,
2014,All Other Causes,M,Other Race/ Ethnicity,74.0,,,
2014,All Other Causes,M,White Non-Hispanic,2275.0,13429.8,169.4,141.3
2014,Alzheimer's Disease (G30),F,Asian and Pacific Islander,26.0,6190.5,4.2,4.7
2014,Alzheimer's Disease (G30),F,Black Non-Hispanic,123.0,10512.8,11.7,9.2
2014,Alzheimer's Disease (G30),F,Hispanic,142.0,12678.6,11.2,12.5
2014,Alzheimer's Disease (G30),F,Not Stated/Unknown,,,,
2014,Alzheimer's Disease (G30),F,White Non-Hispanic,276.0,14153.8,19.5,8.6
2014,"Assault (Homicide: Y87.1, X85-Y09)",M,Black Non-Hispanic,186.0,8651.2,21.5,21.5
2014,Cerebrovascular Disease (Stroke: I60-I69),F,Asian and Pacific Islander,112.0,6257.0,17.9,19.1
2014,Cerebrovascular Disease (Stroke: I60-I69),F,Black Non-Hispanic,274.0,10498.1,26.1,21.4
2014,Cerebrovascular Disease (Stroke: I60-I69),F,Hispanic,220.0,12643.7,17.4,19.0
2014,Cerebrovascular Disease (Stroke: I60-I69),F,Not Stated/Unknown,10.0,,,
2014,Cerebrovascular Disease (Stroke: I60-I69),F,Other Race/ Ethnicity,8.0,,,
2014,Cerebrovascular Disease (Stroke: I60-I69),F,White Non-Hispanic,418.0,14169.5,29.5,15.6
2014,Cerebrovascular Disease (Stroke: I60-I69),M,Asian and Pacific Islander,91.0,5723.3,15.9,19.3
2014,Cerebrovascular Disease (Stroke: I60-I69),M,Black Non-Hispanic,197.0,8640.4,22.8,26.4
2014,Cerebrovascular Disease (Stroke: I60-I69),M,Hispanic,165.0,11956.5,13.8,20.4
2014,Cerebrovascular Disease (Stroke: I60-I69),M,Not Stated/Unknown,8.0,,,
2014,Cerebrovascular Disease (Stroke: I60-I69),M,Other Race/ Ethnicity,7.0,,,
2014,Cerebrovascular Disease (Stroke: I60-I69),M,White Non-Hispanic,277.0,13446.6,20.6,16.8
2014,Certain Conditions originating in the Perinatal Period (P00-P96),F,Not Stated/Unknown,10.0,,,
2014,Certain Conditions originating in the Perinatal Period (P00-P96),M,Not Stated/Unknown,25.0,,,
2014,Certain Conditions originating in the Perinatal Period (P00-P96),M,Other Race/ Ethnicity,8.0,,,
2014,"Chronic Liver Disease and Cirrhosis (K70, K73)",F,Hispanic,66.0,12692.3,5.2,5.4
2014,"Chronic Liver Disease and Cirrhosis (K70, K73)",F,Not Stated/Unknown,,,,
2014,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Asian and Pacific Islander,31.0,5740.7,5.4,5.3
2014,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Hispanic,164.0,11970.8,13.7,16.7
2014,"Chronic Liver Disease and Cirrhosis (K70, K73)",M,Other Race/ Ethnicity,10.0,,,
2014,Chronic Lower Respiratory Diseases (J40-J47),F,Asian and Pacific Islander,36.0,6206.9,5.8,6.3
2014,Chronic Lower Respiratory Diseases (J40-J47),F,Black Non-Hispanic,220.0,10476.2,21.0,17.9
2014,Chronic Lower Respiratory Diseases (J40-J47),F,Hispanic,193.0,12697.4,15.2,16.8
2014,Chronic Lower Respiratory Diseases (J40-J47),F,Not Stated/Unknown,12.0,,,
2014,Chronic Lower Respiratory Diseases (J40-J47),F,Other Race/ Ethnicity,6.0,,,
2014,Chronic Lower Respiratory Diseases (J40-J47),F,White Non-Hispanic,515.0,14187.3,36.3,21.0
2014,Chronic Lower Respiratory Diseases (J40-J47),M,Asian and Pacific Islander,95.0,5722.9,16.6,22.9
2014,Chronic Lower Respiratory Diseases (J40-J47),M,Black Non-Hispanic,186.0,8651.2,21.5,25.4
2014,Chronic Lower Respiratory Diseases (J40-J47),M,Hispanic,145.0,11983.5,12.1,19.3
2014,Chronic Lower Respiratory Diseases (J40-J47),M,Not Stated/Unknown,14.0,,,
2014,Chronic Lower Respiratory Diseases (J40-J47),M,White Non-Hispanic,399.0,13434.3,29.7,24.0
2014,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",F,Not Stated/Unknown,,,,
2014,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",F,Other Race/ Ethnicity,,,,
2014,Diabetes Mellitus (E10-E14),F,Asian and Pacific Islander,50.0,6250.0,8.0,8.5
2014,Diabetes Mellitus (E10-E14),F,Black Non-Hispanic,398.0,10501.3,37.9,31.6
2014,Diabetes Mellitus (E10-E14),F,Hispanic,209.0,12666.7,16.5,17.9
2014,Diabetes Mellitus (E10-E14),F,Not Stated/Unknown,9.0,,,
2014,Diabetes Mellitus (E10-E14),F,Other Race/ Ethnicity,11.0,,,
2014,Diabetes Mellitus (E10-E14),F,White Non-Hispanic,228.0,14161.5,16.1,10.0
2014,Diabetes Mellitus (E10-E14),M,Asian and Pacific Islander,71.0,5725.8,12.4,14.2
2014,Diabetes Mellitus (E10-E14),M,Black Non-Hispanic,318.0,8641.3,36.8,42.2
2014,Diabetes Mellitus (E10-E14),M,Hispanic,186.0,11923.1,15.6,23.2
2014,Diabetes Mellitus (E10-E14),M,Not Stated/Unknown,8.0,,,
2014,Diabetes Mellitus (E10-E14),M,Other Race/ Ethnicity,18.0,,,
2014,Diabetes Mellitus (E10-E14),M,White Non-Hispanic,292.0,13456.2,21.7,18.1
2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Asian and Pacific Islander,462.0,6260.2,73.8,81.1
2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Black Non-Hispanic,2194.0,10492.6,209.1,169.1
2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Hispanic,1230.0,12667.4,97.1,106.7
2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Not Stated/Unknown,95.0,,,
2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,Other Race/ Ethnicity,68.0,,,
2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",F,White Non-Hispanic,4507.0,14173.0,318.0,161.0
2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Asian and Pacific Islander,554.0,5740.9,96.5,118.5
2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Black Non-Hispanic,1958.0,8633.2,226.8,264.7
2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Hispanic,1281.0,11938.5,107.3,170.5
2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Not Stated/Unknown,115.0,,,
2014,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",M,Other Race/ Ethnicity,63.0,,,
